razao_social;nome_fantasia;cnpj_cpf;cep;endereco;bairro;numero;complemento;cidade;estado;inscricao_estadual;telefone;celular;contato;email;observacao;site
TSM 1279 G. L. C. DE ALENCAR - ME;POUSADA CUPIDO;05219632000164;67200-000;RUA SETIMA;DECOUVILLE;600;;MARITUBA;PA;ISENTO;(0091) 3287-0910;(0091) 8180-6363;GUSTAVO;GUSTAVOLASSANCE@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.219.632/0001-64">gts</a><br>; 
TSM 1281 BRASIL DIDATICOS LTDA - ME;LIVRARIA BRASIL;04881816000122;30520-380;RUA JOSE MOREIRA MOTA;CAMARGOS;206;LOJA 1;BELO HORIZONTE;MG;1861670140060;(0031) 3333-0510;;;COMPRASEMPRESA1@GMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.881.816/0001-22">gts</a><br>; 
TSM 1283 TELEINFOR COMERCIO E SERVICOS LTDA - ME;TELEINFOR;11056947000130;66070-602;RUA ROSO DANIN;CANUDOS;405;;BELÉM;PA;152894551;(0091) 3274-3087;;SAID;TELEINFORCOMERCIO@YAHOO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=11.056.947/0001-30">gts</a><br>; 
TSM 1285 TELESEG TELECOMUNICACOES E SEGURANCA ELETRONICA LTDA - ME;TELESEG;16753397000122;66070-602;RUA ROSO DANIN;CANUDOS;401;;BELÉM;PA;15.382.940-0;(0091) 3347-6503;;LIA BENTES E SAID;TELESEG.BELEM@YAHOO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=16.753.397/0001-22">gts</a><br>; 
TSM 1287 RIO HUDSON RESIDENCE EMPREENDIMENTOS IMOBILIARIO SPE LTDA;RIO HUDSON RESIDENCE (MARKO ENGENHARIA);10771275000182;66033-37;RUA DOS CARIPUNAS;JURUNAS;1400;;BELÉM;PA;152854193;(0091) 3202-3399;(0091) 3228-3990;;SUPRIMENTOS@MARKOENGENHARIA.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=10.771.275/0001-82">gts</a><br>; 
TSM 1289 IGREJA DO EVANGELHO QUADRANGULAR;IGREJA DO EVANGELHO QUADRANGULAR;62955505028509;66630-505;TRAV TIMBO;PEDREIRA;1212;;;PA;;(0091) 3244-0142;(0091) 3244-3350;JACIMO;MARTALMAESTRI@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=62.955.505/0285-09">gts</a><br>; 
TSM 1291 SOCIEDADE CIVIL INTEGRADA MADRE CELESTE LTDA;ESCOLA DE 1 DE 2 GRAUS MADRE CELESTE;63887756000114;67110-000;ESTRADA DA PROVIDENCIA;COQUEIRO;10;;ANANINDEUA;PA;ISENTO;(0091) 8176-3862;(0091) 3273-1294;RONALDO;RONALDO.YR@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=63.887.756/0001-14">gts</a><br>; 
TSM 1293 VITANET COMERCIAL EIRELI - EPP;VITANET - EQUIPAMENTOS;12185204000123;81070-000;RUA JOAO BETTEGA;PORTAO;513;ANDAR 2 CONJ 13;CURITIBA;PR;9052534418;(0041) 3388-3400;;NANDO RICARDO;ATENDIMENTO@VITANET.NET.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=12.185.204/0001-23">gts</a><br>; 
TSM 1295 A B S TRANSPORTE COMERCIO DE BEBIDAS LTDA;A. B. S. DISTRIBUIDORA;07700426000105;68456-110;AV TRINTA E UM DE MARCO;SANTA ISABEL;249;;TUCURUÍ;PA;152508066;(0094) 3787-2907;(0094) 3787-1878;EDER SOUSA;EDER.SOUSA@ABSDISTRIBUIDORA.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.700.426/0001-05">gts</a><br>; 
TSM 1297 AGROMAX EQUIPAMENTOS AGRICOLAS LTDA - ME;AGROMAX;10627815000159;67015-220;ROD BR 316;COQUEIRO;900;KM 05;ANANINDEUA;PA;152826920;(0091) 3184-8100;;BRUNO;FISCAL@AGROMAXNH.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=10.627.815/0001-59">gts</a><br>; 
TSM 1299 PAULO EXPRESS TRANSPORTES SERVICOS DE LOGISTICAS LTDA;PEXLOG;06318618000180;67020-590;ESTRADA DO AURA;AGUAS LINDAS;22;;ANANINDEUA;PA;152405070;(0091) 3265-3332;(0091) 3265-4580;MARCIA;MARCIA.SOUSA@PEXLOG.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=06.318.618/0001-80">gts</a><br>; 
TSM 1301 GRUPO POLO - CONSTRUCOES E EMPREENDIMENTOS IMOBILIARIOS LTDA;GRUPO POLO;11284456000147;38183-085;PC CORONEL ADOLFO;VILA SAO PEDRO;47;A;ARAXÁ;MG;0020729870090;(0034) 3662-4772;;;ALESSANDRA@GRUPOPOLO.NET;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=11.284.456/0001-47">gts</a><br>; 
TSM 1303 TRINDADE E SIQUEIRA MAT. ELETR. HIDRAU. CONSTR. E UTIL. LTDA- ME;ELETROMAR;09463222000115;32113-235;RUA TENENTE PAULO AFONSO DE SOUZA;ARVOREDO;570;;CONTAGEM;MG;0010659920093;(0031) 3557-1401;(0031) 3557-3330;CELSO REZENDE;VENDAS@ELETROMARMARIANA.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=09.463.222/0001-15">gts</a><br>; 
TSM 1305 CERAMICA CARIJO LTDA - ME;CERAMICA CARIJO;34686865000175;68627-370;ROD DOS PIONEIROS;INTERIOR;S/N;;PARAGOMINAS;PA;151399298;;;;EMANUELLE30COELHO@GMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=34.686.865/0001-75">gts</a><br>; 
TSM 1307 MOSQUEIRO SERVICOS LTDA - EPP;MOSQUEIRO SERVICOS;15620994000116;66910-020;RUA NOSSA SENHORA DO O;VILA (MOSQUEIRO);70;;ANANINDEUA;PA;153733047;(0091) 8118-9878;;FABRICIA;SUPERMERCADOPAULISTA@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=15.620.994/0001-16">gts</a><br>; 
TSM 1309 HOTEL FAZENDA SANTA ROSA COM. E IND.A DE AGUA MINERAL LTDA - ME;AGUA MINERAL POLAR;07136400000259;68783-000;EST PORTO SALVO;VIGIA;S/N;KM 01 PA 140 KM 39;VIGIA;PA;153090995;(0091) 3235-3871;(0091) 3833-3199;;AGUAMINERALPOLAR@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.136.400/0002-59">gts</a><br>; 
TSM 1311 CLINICA ODONTOLOGICA T.C.R LTDA;CLINICA ODONTOLOGICA T.C.R;11056762000126;;AL RIO NEGRO;ALPHAVILLE INDUSTRIAL;1084;CONJ 78;BARUERI;SP;;(0011) 4195-9930;;TATIANA COSTA;TATIANA@TATIANACOSTARIBEIRO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=11.056.762/0001-26">gts</a><br>; 
TSM 1313 SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL;SENAI - DEPARTAMENTO REGIONAL DO PARA;03785762000139;66035-190;TV QUINTINO BOCAIUVA;NAZARE;1588;;BELÉM;PA;ISENTO;(0091) 4004-4786;(0091) 8274-8065;MARCOS DIAS;MDIA@SENAIPA.ORG.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=03.785.762/0001-39">gts</a><br>; 
TSM 1315 ASSOCIACAO OBRAS SOCIAIS DA DIOCESE DE ABAETETUBA;CENTRO DE FORMACAO PROFISSIONAL CRISTO TRABALHADOR;02727757001340;67440-000;ROD DR. JOAO MIRANDA KM 02;CRISTO REDENTOR;S/N;;ABAETETUBA;PA;ISENTO;(0091) 3751-1680;;;COORDENACAO@CRISTOTRABALHADOR.ORG.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=02.727.757/0013-40">gts</a><br>; 
TSM 1317 ASSOCIACAO DE DESENV. COMUN. E CULTURAL DE SAO MIGUEL DO GUAMA;ASDECOCS;05106388000123;68660-000;AV TANCREDO NEVES;VILA NOVA;1381;;SÃO MIGUEL DO GUAMÁ;PA;ISENTO;(0091) 3446-1082;;;SORRISOFM@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.106.388/0001-23">gts</a><br>; 
TSM 1319 D L SERVICOS DE COMUNICACAO VISUAL LTDA - ME;CONTATO VISUAL;08663741000164;66080-471;TV MARIZ E BARROS;MARCO;2423;;BELÉM;PA;153875674;(0091) 3226-8840;;;COMERCIAL@CONTATOVISUAL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=08.663.741/0001-64">gts</a><br>; 
TSM 1321 F A GUIMARAES DE ALMEIDA - ME;F A GUIMARAES;13932559000100;66640-515;RESIDENCIAL PAULO FONTELES;MANGUEIRAO;1;QUADRA A;BELÉM;PA;153414650;(0091) 3075-5031;;ROBSON;ROBSONGOMES@GRUPOMONACO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=13.932.559/0001-00">gts</a><br>; 
TSM 1323 RAFAEL DA SILVA FRAGOSO 92617840204;TECSEG SEGURANCA ELETRONICA;14882185000110;66823-010;ROD AUGUSTO MONTENEGRO;COQUEIRO;00;COND;BELÉM;PA;153990007;(0091) 3288-4626;(0091) 8142-8057;RAFAEL SILVA;;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=14.882.185/0001-10">gts</a><br>; 
TSM 1325 P DEL AGUILAL SANTIAGO - EPP;AUTO-ESCOLA FOCA;03890117000186;67033-009;CJ CIDADE NOVA IV - WE 19;COQUEIRO;01;ALTOS;ANANINDEUA;PA;153508906;(0091) 8802-0832;(0091) 3214-3700;;PATRICIA.AGUILAL@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=03.890.117/0001-86">gts</a><br>; 
TSM 1327  INAZ DO PARA SERVICOS DE CONCURSOS PUBLICOS LTDA;PARA CONCURSOS;12627815000184;66060-281;AV GOVERNADOR MAGALHAES BARATA;SAO BRAZ;651;;BELÉM;PA;153893320;(0091) 3229-8153;(0091) 8351-1035;;NAZARMARTINS@YAHOO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=12.627.815/0001-84">gts</a><br>; 
TSM 1329 F C DE FERREIRA - ME;CHURRASCARIA CRUZEIRO DO SUL;07890678000136;66050-350;RUA MUNICIPALIDADE;UMARIZAL;1332;;BELÉM;PA;152522832;(0091) 3031-5908;(0091) 8012-6137;LUCIANA;FC.DEFERREIRA@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.890.678/0001-36">gts</a><br>; 
TSM 1331 J & V LTDA;DISTRIBUIDORA SAO LAZARO FILIAL;04126856000240;68900-010;RUA ADILSON JOSE PINTO PEREIRA;SAO LAZARO;1131;;MACAPÁ;AP;30314941;(0096) 3251-2343;;JAIR GILBERTO;JG-DINIZ@UOL.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.126.856/0002-40">gts</a><br>; 
TSM 1333 R N DA SILVA VAREJISTA;COMERCIAL TOCANTINS;83590166000132;68639-000;RUA NOVA OLINDA;CENTRO;19;CAIXA POSTAL 12;GOIANÉSIA DO PARÁ;PA;151734569;(0094) 3779-1235;;JOÃO NETO;ATENDIMENTO@COMERCIALTOCANTINS.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=83.590.166/0001-32">gts</a><br>; 
TSM 1334 BELEM SECRETARIA MUNICIPAL DE ADMINISTRACAO;BELEM PREF SAD GABINETE DO SECRETARIO;05055017000160;66035-170;AV NAZARE;NAZARE;361;;BELÉM;PA;ISENTO;(0091) 3283-4904;;;DAFASEMAD@YAHOO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.055.017/0001-60">gts</a><br>; 
TSM 1336 CONDOMINIO DO EDIFICIO RESIDENCIAL TERRAZZOS;EDIFICIO TERRAZZOS;11493199000153;66060-281;AV MAGALHAES BARATA;SAO BRAZ;773;;BELÉM;PA;ISENTO;(0091) 3219-1248;(0091) 8904-2824;KARINA MAROJA;AUXILIARDECOMPRAS@MARROQUIMBELEM.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=11.493.199/0001-53">gts</a><br>; 
TSM 1338 MONACO MOTOCENTER MARANHAO LTDA;MONACO MOTOCENTER;02952676000453;65485-000;RUA PROF. ANTONIO OLIVIO RODRIGUES;NOSSA SENHORA DA CONCEICAO;262;;ITAPECURU MIRIM;MA;122303741;(0091) 3075-5031;;ROBSON GOMES;ROBSONGOMES@GRUPOMONACO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=02.952.676/0004-53">gts</a><br>; 
TSM 1340 MONACO MOTOCENTER MARANHAO LTDA;MONACO MOTOCENTER;02952676000704;65130-000;EST DE  RIBAMAR LOT JD SANTA CLARA;MAIOBAO;09;KM 07;PAÇO DO LUMIAR;MA;123986206;(0091) 3075-5031;;ROBSON GOMES;ROBSONGOMES@GRUPOMONACO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=02.952.676/0007-04">gts</a><br>; 
TSM 1342 MONACO MOTOCENTER MARANHAO LTDA;MONACO MOTOCENTER;02952676000887;65055-285;AV GUAJAJARAS;JARDIM SAO CRISTOVAO;1117;;SÃO LUÍS;MA;123986109;(0091) 3075-5031;;ROBSON GOMES;ROBSONGOMES@GRUPOMONACO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=02.952.676/0008-87">gts</a><br>; 
TSM 1344 TRENY RECURSOS HUMANOS SOCIEDADE SIMPLES LTDA - ME;MICROLINS;07338420000121;66645-250;AV ALMIRANTE BARROSO;CASTANHEIRA;5444;;BELÉM;PA;ISENTO;(0091) 8260-2700;;ADJACY;ADJACYCASTRO@YAHOO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.338.420/0001-21">gts</a><br>; 
TSM 1346 O. MATOS EDIFICACOES LTDA - EPP;SOLAR CONSTRUCAO E INCORPORACAO;03480697000133;67110-290;AV RICARDO BORGES;GUANABARA;56;;ANANINDEUA;PA;152107649;(0091) 3033-2992;(0091) 8862-8900;JOELSON;SUPRIMENTOS@MMFORMAS.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=03.480.697/0001-33">gts</a><br>; 
TSM 1348 AFFA ENGENHARIA & ARQUITETURA LTDA - ME;AFFA ENGENHARIA & ARQUITETURA;07190604000197;66811-005;TRV DOS BERREDOS;AGULHA ICOARACI;774;;BELÉM;PA;152642285;(0091) 3222-7441;(0091) 8899-0246;LEYDE ANNE;ANNE.DANTAS@AFFA.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.190.604/0001-97">gts</a><br>; 
TSM 1350 HOTEL FAZENDA VILAREJO LTDA - EPP;HOTEL FAZENDA VILAREJO;39561170000180;27600-000;EST BARRA DO PIRAI - CONSERVATORIA;CONSERVATORIA;13685;;VALENÇA;RJ;84802476;(0012) 2438-1266;;LEONARDO MAURICIO;TI@VILAREJO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=39.561.170/0001-80">gts</a><br>; 
TSM 1352 COMERCIAL ROTCIV LTDA - ME;CENTOPEIA MODA INFANTIL;07081343000177;83702-420;RUA CEL JOAO ANTONIO XAVIER;CENTRO;670;;ARAUCÁRIA;PR;9032448280;(0041) 3642-4628;;JOAO NOEL;COMERCIAL.ROTCIV@TERRA.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.081.343/0001-77">gts</a><br>; 
TSM 1354 COSMOS INCORPORACAO IMOBILIARIA LTDA;COSMOS INCORPORADORA;12532690000109;66035-220;TV RUI BARBOSA;NAZARE;1242;SALA 508 C;BELÉM;PA;153116579;(0091) 3204-4500;;PAULA ONO;SUPRIMENTOS@FREIREMELLO.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=12.532.690/0001-09">gts</a><br>; 
TSM 1356 REMO MAGALHAES ENGENHARIA LTDA - ME;DYNAMIS TECHNE;16867560000188;66075-110;AV AUGUSTO CORREA/ CIDADE UNIVERSITARIA;GUAMA;01;SALA 06;BELÉM;PA;153851635;(0091) 3201-8022;(0091) 8041-3333;DIEGO NASCIMENTO;DIEGO@DYNAMISTECHNE.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=16.867.560/0001-88">gts</a><br>; 
TSM 1358 RESECOM CONSTRUTORA LTDA - ME;CONSTRUTORA E INCORPORADORA LTDA - ME;04401250000194;68005-540;TV DOS MARTIRES;CENTRO;12;APT 203;SANTARÉM;PA;152184252;(0093) 3524-0573;;SILMARA;SILMARA.LIMA@RESECOM.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.401.250/0001-94">gts</a><br>; 
TSM 1360 SISTEMA EDUCACIONAL DA AMAZONIA LTDA - EPP;COLEGIO PEQUENO PRINCIPE - AVANTE;05939596000103;66635-110;ROD AUGUSTO MONTENEGRO;PARQUE VENDE;3649;KM 07;BELÉM;PA;ISENTO;(0091) 3248-6344;;DIEGO BRITO;DIEGOBRITO@PPAVANTE.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=05.939.596/0001-03">gts</a><br>; 
TSM 1362 GEOENERGY SOLUCOES DE SISTEMAS DE ENERGIA LTDA;GEOENERGY SOLUCOES DE SISTEMAS  DE ENERGIA LTDA;09014782000192;80240-280;RUA CANDIDO XAVIER;AGUA VERDE;742;EDIF;CURITIBA;PR;9042110016;(0041) 3083-9800;(0041) 3090-5300;;SUPRIMENTOS@GEOENERGY.NET.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=09.014.782/0001-92">gts</a><br>; 
TSM 1364 M. M. SANTANA ALIMENTOS - ME;DEGUST REFEICOES;03727298000124;68695-000;ROD PA 150 KM 68 RUA ANGELIM;VILA DOS PALMARES;431;;TAILÂNDIA;PA;152147250;(0091) 9177-3807;;JAIME LEONEL;DEGUSTREFEICOES@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=03.727.298/0001-24">gts</a><br>; 
TSM 1366 CAIXA DE ASSISTENCIA DOS ADVOGADOS DO PARA;CAIXA DE ASSISTENCIA DOS ADVOGADOS DO PARA;04869335000100;66015-180;TV PADRE PRUDENCIO;CAMPINAS;760;;BELÉM;PA;151086087;(0091) 4006-8660;;LUCIANO;INFORMATICA@CAAPARA.ORG.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.869.335/0001-00">gts</a><br>; 
TSM 1368 PRESTIGE DA AMAZONIA LTDA;PRESTIGE DA AMAZONIA LTDA;02648270000139;69054-660;RUA SANTA BARBARA;FLORES;310;;MANAUS;AM;062002449;(0092)3212-7450;;ASLER BENZAKEN;MANUTENCAO@PRESTIGE.IND.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=02.648.270/0001-39">gts</a><br>; 
TSM 1370 SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL;SENAI/PA CEP BARCARENA;03785762001100;67447-000;RUA RUFINO JACAREACANGA QUADRA 334;NUCLEO URBANO;S/N;VILA DOS CABANOS;BARCARENA;PA;ISENTO;(0091) 3754-1438;(0091) 9160-1726;KILDRE JASTER;KILDRE.BAC@SENAIPA.DOMINIOTEMPORARIO.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=03.785.762/0011-00">gts</a><br>; 
TSM 1372 OCRIM S A  PRODUTOS ALIMENTICIOS;OCRIM S A PRODUTOS ALIMENTICIOS;61065199000473;66010-070;AV MARECHAL HERMES;REDUTO;S/N;;BELÉM;PA;150004010;(0091) 3344-3856;;;OCRIMBLM@OCRIM.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=61.065.199/0004-73">gts</a><br>; 
TSM 1374 NUTRIPURA NUTRICAO ANIMAL LTDA;NUTRIPURA NUTRICAO E PASTAGEM;04885819000134;78745-705;AV MARIO ACUNHA ARISTIDES;DISTRITO INDUSTRIAL DE RONDONOPOLIS;1456;;RONDONÓPOLIS;MT;132067293;(0066) 3421-0310;;KENZIO;SUPRIMENTOS@NUTRIPURA.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.885.819/0001-34">gts</a><br>; 
TSM 1376 SAVIO C. A. RIBEIRO - ME;ART COPY;06327962000136;66063-010;AV JOSE BONIFACIO;SAO BRAZ;953;;BELÉM;PA;152387307;(0091) 3259-3890;(0091) 3249-0507;SAVIO COELHO;ARTCOP_BELEM@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=06.327.962/0001-36">gts</a><br>; 
TSM 1378 RAINHA MODAS LTDA;RAINHA MODAS ATACADAO GLOBO ESPORTE;22964787000144;66013-080;RUA 13 DE MAIO;COMERCIO;194;;BELÉM;PA;151406774;(0091) 3224-2379;;OSMAR;OSMAR@GLOBOESPORTEMAGAZINE.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=22.964.787/0001-44">gts</a><br>; 
TSM 1380 IMOBILIARIA WIBA LTDA - EPP;IMOBILIARIA WIBA;88398839000170;96508-011;RUA 7 DE SETEMBRO;CENTRO;1133;;CACHOEIRA DO SUL;RS;ISENTO;(0051) 3722-1200;;FLAVIO PACHECO;WIBA@UOL.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=88.398.839/0001-70">gts</a><br>; 
TSM 1382 APP DA ESCOLA DE EDUCACAO BASICA PREFEITO HIGINO AGUIAR;APP DA ESCOLA DE EDUCACAO BASICA PREFEITO HIGINO AGUIAR;83628883000106;89245-000;RUA GERAL;SAO JOSE DO ITINGA;570;;ARAQUARI;SC;ISENTO;(0047) 3465-1682;(0047) 3465-0134;MARIA HACKBARTH;EEFHIGINOAGUIAR@SED.SC.GOV.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=83.628.883/0001-06">gts</a><br>; 
TSM 1384 WPP - COMERCIO DE MOTOS LTDA;REVEMAR MOTOCENTER;06928571000410;68695-000;AV BELEM;SANTA MARIA;92;;TAILÂNDIA;PA;152799672;(0091) 4009-6745;(0091) 9142-6323;MARI VALADARES;MARINETE@REVEMAR.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=06.928.571/0004-10">gts</a><br>; 
TSM 1386 WPP-COMERCIO DE MOTOS LTDA;REVEMAR MOTOCENTER;06928571000258;68440-000;AV DOM PEDRO II;CRISTO REDENTOR;2155;SALA A;TAILÂNDIA;PA;152403396;(0091) 4009-6745;(0091) 9142-6323;MARI VALADARES;MARINETE@REVEMAR.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=06.928.571/0002-58">gts</a><br>; 
TSM 1388 HR IND. COM. E EXP. DE MADEIRAS LTDA - ME;HR MADEIRAS;07481806000198;68450-000;MARGEM DIREITA DO RIO MOJU;INDUSTRIAL;S/N;CX POSTAL 18;MOJU;PA;152476687;(0091) 3756-1408;(0091) 8333-9292;OSNI P. LIMA;HR_MADEIRAS@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.481.806/0001-98">gts</a><br>; 
TSM 1390 B. IMPORTADOS LTDA;BELEM IMPORTADOS;02835414000166;66050-400;AV PEDRO ALVARES CABRAL;UMARIZAL;1201;;BELÉM;PA;152019847;(0091) 3321-9809;(0091) 8292-3399;MAGNO GUERRA;MAGNO.GUERRA@BELEMIMPORTADOS.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=02.835.414/0001-66">gts</a><br>; 
TSM 1392 IMPLEMENTOS AGRICOLAS OLIVEIRA LTDA;IMPLEMENTOS OLIVEIRA;04004410000161;78994-000;AV BRASIL;CENTRO;4390;;ALTA FLORESTA DOESTE;RO;;(0069) 3641-2282;;GEOVANE MAIA;AGROMAIS_ATACADO2@HOTMAIL.COM;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.004.410/0001-61">gts</a><br>; 
TSM 1394 SALL INCORPORADORA LTDA - ME;SALL INCORPORADORA;83840595000110;68721-000;EST DO ATALAIA KM 5,5;ATALAIA;S/N;;SALINÓPOLIS;PA;153628286;(0091) 3222-9548;(0091) 8121-5974;ANDREA;FINANCEIRO@SALLINCORPORADORA.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=83.840.595/0001-10">gts</a><br>; 
TSM 1396 MOREIRA & PAIVA COMERCIO DE ARTIGOS DE DECORACOES LTDA - ME;CASA AMAZONAS;07335491000170;66023-710;TRAV PADRE EUTIQUIO;BATISTA CAMPOS;1413;;BELÉM;PA;152452680;(0091) 3224-4096;;ELBA;FINANCEIRO@CASAAMAZONAS.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=07.335.491/0001-70">gts</a><br>; 
TSM 1398 VELOZ - QUIMICA DERIVADOS DE PETROLEO E SOLVENTES LTDA;VELOZ TINTAS;04051523000118;68795-000;AV GETULIO VARGAS;BENGOLANDIA;S/N;;BENEVIDES;PA;152137653;(0091) 3724-2428;(0091) 3724-2429;ALEXANDRE;VELOZ@TINTASVELOZ.COM.BR;<a target="_blank" href="http://gtsm.totalseg/admin/pages/cliente/insere_altera.php?cpf_cnpj=04.051.523/0001-18">gts</a><br>; 
