razao_social;nome_fantasia;cnpj_cpf;cep;endereco;bairro;numero;complemento;cidade;estado;inscricao_estadual;telefone;celular;contato;email;observacao;site
TSB 1836 LEAL MOREIRA ENGENHARIA LTDA;LEAL MOREIRA ENGENHARIA;09687570000176;66055-280;RUA JOAO BALBI;NAZARE;167;15;BELÉM;PA;15.277.823-3;(0091)8202-7253;(0091)4005-6830;REJANE/PATRICIA;REJANE@LEALMOREIRA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=09.687.570/0001-76">gts</a><br>; 
TSB 1838 ASSOCIACAO DE P A SAUDE A M E A INFANCIA DE CAMOCIM;ASSOCIACAO DE SAUDE INFANCIA DE CAMOCIM;07095292000132;62400-000;RUA 24 DE MAIO;CENTRO;698;;CAMOCIM;CE;06.323080-1;(0088) 3621-1250;;GEOVANA AGUIAR;HOSPITALMURILOAGUIAR@IG.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.095.292/0001-32">gts</a><br>; 
TSB 1840 UNIMARKA DISTRIBUIDORA S/A;UNIMARKA DISTRIBUIDORA;05997742000408;29705-100;ROD CONEGO JOAO BATISTA GUILHERME;ZONA RURAL;S/N;KM 19 ARMAZEM 01;COLATINA;ES;082.240.39-6;(0027) 2101-3500;;GILSINEI MANENTI;GMANENTE@UNIMARKA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=05.997.742/0004-08">gts</a><br>; 
TSB 1842 UNIVERSO DIDATICO LTDA - ME;UNIVERSO DIDATICO;03414929000155;33600-000;RUA VEREADOR MAGNO CLARET VIEIRA;DOM CAMILO;1781;LOJA 01;PEDRO LEOPOLDO;MG;493045730.00-38;(0031) 3662-7938;;JAIRO LOPES;UNIVERSODIDATICO@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=03.414.929/0001-55">gts</a><br>; 
TSB 1844 MICROCITY COMPUTADORES E SISTEMAS LTDA;MICROCITY COMPUTADORES;19570803000100;34000-000;AL DO INGA;VALE DO SERENO;650;;NOVA LIMA;MG;448423028.00-00;(0031) 2125-4265;;LUCIANE;COMPRAS@MICROCITY.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=19.570.803/0001-00">gts</a><br>; 
TSB 1846 TETRA-BASE - ENGENHARIA E CONSTRUCOES LTDA;TETRA BASE;07534937000196;02519-200;AV CASA VERDE;CASA VERDE;3521;;SÃO PAULO;SP;117.116.249.119;(0011) 3323-7900;(0011) 93323-7910;MARGARETH FERREIRA;DPESSOAL2@TETRABASE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.534.937/0001-96">gts</a><br>; 
TSB 1848 ORGAO DE GEST.M. DE OBRA DOS TRAB.P.A.DOS P. BL/VL.CONDE;OGM BELEM E VILA DO CONDE;00798053000108;66010-000;AV PRESIDENTE VARGAS;CENTRO;S/N;CAIS DO PORTO;BELÉM;PA;ISENTO;(0091) 8161-5775;;;AFONSOLIMA@SLOBATOASSESSSORIA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=00.798.053/0001-08">gts</a><br>; 
TSB 1850 IREP SOCIEDADE DE ENSINO SUPERIOR MEDIO E FUNDAMENTAL LTDA;ESTACIO FAP UNIDADE BELEM;02608755000107;04743-020;RUA PROMOTOR GABRIEL NETUZZI PEREZ;SANTO AMARO;108;;SÃO PAULO;SP;ISENTO;(0091) 3198-1312;;FERNANDA MAIA;FERNANDA.MAIA@ESTACIO.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=02.608.755/0001-07">gts</a><br>;fernanda.maia@estacio.br
TSB 1852 AIR FREEZE COM. E PRESTACAO DE SERV. EM REFRIGERACAO E MAQU. LTDA;AIR FREEZE REFRIGERACAO;07082009000138;23045-830;EST DO MONTEIRO;CAMPO GRANDE;23;LOJA B C;RIO DE JANEIRO;RJ;77.821.155;(0021) 2413-4546;;ALEX SILVA;ALEX@AIRFREEZE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.082.009/0001-38">gts</a><br>; 
TSB 1854 ASSOCIACAO DOS PROPRIET. DE UNID. AUTONOMAS DO EDIF. RESID. PIAZZ;EDIFICIO RESIDENCIAL PIAZZA COLONIA;16957165000196;66033-337;RUA DOS CARIPUNAS;BATISTA CAMPOS;1500;CASA 1510 CASA 1522;BELÉM;PA;ISENTO;(0091) 3269-4779;;;ASSISTENTEFINANCEIRO.BELEM@MARROQUIM.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=16.957.165/0001-96">gts</a><br>; 
TSB 1856 SUPERMERCADO CIDADE LTDA;SUPERMERCADO CIDADE;83306969000201;67110-000;ROD MARIO COVAS;COQUEIRO;1158;;ANANINDEUA;PA;15.172.215-3;(0091) 4006-2874;(0091) 4006-2850;NELSON SANTOS;NELSON@SUPERMERCADOCIDADE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=83.306.969/0002-01">gts</a><br>; 
TSB 1858 SUPERMERCADO CIDADE LTDA;SUPERMERCADO CIDADE LTDA;83306969000112;66.080-000;AV PEDRO MIRANDA;PEDREIRA;1762;A;BELÉM;PA;15-168195-3;(91)4006-2874;(91)4006-8500;SIMONE;PEDGERENCIA@SUPERMERCADOCIDADE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=83.306.969/0001-12">gts</a><br>; 
TSB 1860 SUPERMERCADO CIDADE LTDA;SUPERMERCADO CIDADE;83306969000546;66630-505;AV PRESIDENTE VARGAS;COMERCIO;325;;BELÉM;PA;15.193.342-1;(0091) 4006-2874;(0091) 3242-7414;NELSON SANTOS;NELSON@SUPERMERCADOCIDADE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=83.306.969/0005-46">gts</a><br>; 
TSB 1862 SUPERMERCADO CIDADE LTDA;SUPERMERCADO DELICIDADE - BRAZ;83306969000627;66.040-000;AV BRAZ DE AGUIAR;NAZARE;202;A;BELÉM;PA;15-222260-0;(91)4006-2874;(91)3241-7055;;DELIBA@SUPERMERCADOCIDADE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=83.306.969/0006-27">gts</a><br>; 
TSB 1864 SUPERMERCADO CIDADE LTDA;SUPERMERCADO DELI GENTIL;83306969000899;66.040-000;AV GENTIL BITTENCOURT;NAZARE;1393;;BELÉM;PA;15.309.653-5;(91)4006-2874;(91)3214-7000;ELLEN / SÁVIO;NELSON@SUPERMERCADOCIDADE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=83.306.969/0008-99">gts</a><br>; 
TSB 1866 T. S. DO NASCIMENTO - ME;ILUMICOMP;09399660000161;66023-220;AV DEZESSEIS DE NOVEMBRO;CIDADE VELHA;528;;BELÉM;PA;152704000;(0091) 3222-4814;;ALEXANDRE;ALEXBVENDA@YAHOO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=09.399.660/0001-61">gts</a><br>; 
TSB 1868 META EMPREENDIMENTOS IMOBILIARIOS LTDA;META EMPREENDIMENTOS;05147069000166;66033-230;RUA DOS CARIPUNAS;BATISTA CAMPOS;1555;SALA A ALTOS;BELÉM;PA;15.226.719-0;(0091) 3084-8400;;PAULO;RH@CKOM.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=05.147.069/0001-66">gts</a><br>; 
TSB 1870 TRIBUNAL DE CONTAS DOS MUNICIPIOS;CONSELHO DE CONTAS DOS MUNICIPIOS;04789665000187;66630-505;TRV MAGNO DE ARAUJO;TELEGRAFO;474;;BELÉM;PA;ISENTO;(0091) 3210-7812;;MIGUEL ORLANDO;MIGUEL.ORLANDO@TCM.PA.GOV.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.789.665/0001-87">gts</a><br>; 
TSB 1872 J. ALVES DE LIMA FILHO - COMERCIO - ME;CONSTRUPECAS;13234226000107;65940-000;RUA SAO PAULO DO NORTE;ALTO BRASIL;20;POV.ALTO BRASIL;GRAJAÚ;MA;123530431;;(0099) 8848-1151;JOSE ALVES;JFPORAMOR@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=13.234.226/0001-07">gts</a><br>; 
TSB 1874 VALEMA - INDUSTRIA E COMERCIO DE PLASTICOS EIRELI - ME;VALEMA PLASTICOS;05023020000100;78080-535;AV FERNANDO CORREA DA COSTA;SAO JOSE;7422;;CUIABÁ;MT;13.208.405-8;(0065) 3359-2401;;EDSON ISSAO;VALEMAPLASTICO@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=05.023.020/0001-00">gts</a><br>; 
TSB 1876 IRMAOS HAGE EDUCACAO INFANTIL LTDA - ME;ESPACO DA CRIANCA;08599422000137;66063-000;TRAV CASTELO BRANCO;SAO BRAZ;2000;;BELÉM;PA;ISENTO;(0091) 3249-0656;;ELIZANGELA HAGE;ELIZHAGE@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=08.599.422/0001-37">gts</a><br>; 
TSB 1878 SCORPIUS INCORPORADORA LTDA;SCORPIUS;13149964000148;66055-280;RUA JOAO BALBI;NAZARE;167;SALA 19;BELÉM;PA;15.326.947-2;(0091) 3244-3364;;;ITAMAR.MACHADO@PDG.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=13.149.964/0001-48">gts</a><br>; 
TSB 1880 DALL AGNOL E UMLAUF LTDA - ME;DALL AGNOL;05098065000135;45530-000;RUA A QUADRA G;LOT CONCHAS DO MAR;S/N;POUSADA ABARE;ITACARÉ;BA;ISENTO;(0073) 3251-2777;;CLODOMIR DALL;FALECOM@POUSADAABARE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=05.098.065/0001-35">gts</a><br>; 
TSB 1882 CRC ACADEMIA DE GINASTICA LTDA;VIVA FITNESS GYM;18260926000181;66060-425;RUA JOAO BALBI;NAZARE;869;;BELÉM;PA;ISENTO;(0091)3241-3107;;CARLOS COSTA;QUALYFARMA@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=18.260.926/0001-81">gts</a><br>; 
TSB 1884 J. S. INDUSTRIA E COMERCIO DE MADEIRA LTDA;MARLENE MADEIRAS;06088614000153;68450-000;ROD PA 150 LOTE 18 E 20;COND. DESENV. INDL;S/N;;MOJU;PA;15.235.753-0;(0091) 9152-5183;;MARY;JSMADEIRAS-MOJU@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=06.088.614/0001-53">gts</a><br>; 
TSB 1886 HARMONICA INCORPORADORA LTDA;HARMONICA INCORPORADORA;11158828000199;66055-280;RUA JOAO BALBI;NAZARE;167;SALA 7;BELÉM;PA;15.290.713-0;(0091) 3226-7970;(0091) 8082-1809;JORGE;TRIUNFO@LEALMOREIRA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=11.158.828/0001-99">gts</a><br>; 
TSB 1888 OYAMOTA DO BRASIL S/A;OYAMOTA DO BRASIL;22931471000156;68742-005;ROD BR 316;PERIFERIA;SN;KM 70;CASTANHAL;PA;15.136.059-6;(0091) 3721-2297;(0091) 8830-5566;MARIO;DP1@OYAMOTA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=22.931.471/0001-56">gts</a><br>; 
TSB 1890 LUMBERBRAS LTDA - EPP;LUMBERBRAS;01871990000104;67033-310;Q 6 LOTE 1;DISTRITO INDUSTRIAL;;SETOR D;ANANINDEUA;PA;15.193.993-4;(0091) 3250-3281;(0091) 9207-3752;ALEXANDRE;LUMBERBRAS@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=01.871.990/0001-04">gts</a><br>; 
TSB 1892 MIAMI PISCINAS LTDA - ME;ONDA AZUL PISCINAS;70981618000165;30330-000;AV NOSSA SENHORA DO CARMO;SAO PEDRO;872;LOJA 06/868 LOJA 05;BELO HORIZONTE;MG;062829125.00-99;(0031) 3282-2526;;;FINANCEIRO@ONDAAZULPISCINAS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=70.981.618/0001-65">gts</a><br>; 
TSB 1894 ESCOLA DE EDUCACAO INFANTIL E ENSINO FUNDAMENTAL PASSATEMPO LTDA;ESCOLA PASSATEMPO;66498403000110;11040-140;RUA BENJAMIM CONSTANT;EMBARE;50/56;;SANTOS;SP;ISENTO;(0013) 3278-3300;;;JOSEROBERTO@COLEGIONOVOTEMPO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=66.498.403/0001-10">gts</a><br>; 
TSB 1896 BRAGA ESCOLA DE TRANSITO SS LTDA - ME;CENTRO DE FORMACAO DE CONDUTORES BRAGA;04364103000191;68743-000;TV PRIMEIRO DE MAIO;NOVA OLINDA;1727;;CASTANHAL;PA;ISENTO;(0091) 8085-0666;(0091) 8098-7390;GEORGE;GEORGEHAGE-@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.364.103/0001-91">gts</a><br>; 
TSB 1898 MARAJO ESQUADRIAS IMPORTACAO LTDA;MARAJO VIDROS ESPECIAIS;11448853000107;66087-270;TV BARAO DO TRIUNFO;PEDREIRA;1870;A;BELÉM;PA;15.294.527-0;(0091) 3233-6666;;VERA;FINANCEIRO@MARAJOVIDROS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=11.448.853/0001-07">gts</a><br>; 
TSB 1900 PLANCON PLANEJAMENTO E CONSTRUCAO LTDA;PLANCON;04969879000135;66.033-718;RUA DOS MUNDURUCUS;BATISTA CAMPOS;1561;;BELÉM;PA;15-000794-9;(91)3241-1425;(91)3241-1845;JOSE OSVALDO;JOSIANE@CONSTRUTORAPLANCON.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.969.879/0001-35">gts</a><br>; 
TSB 1902 JOAO B. DA SILVA COMERCIO - ME;BATISTÃO SUCOS;02757420000142;66053-000;AV VISCONDE DE SOUZA FRANCO;REDUTO;166;;BELÉM;PA;15.201.645-7;(09)18278-2250;;JOÃO BATISTA SILVA;BATISTAOSUCOS@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=02.757.420/0001-42">gts</a><br>; 
TSB 1904 SECRETARIA DE ESTADO DE PESCA E AQUICULTURA - SEPAQ;SEPAQ;08978238000106;66040-000;AV GENTIL BITENCUORT;BATISTA CAMPOS;827;;BELÉM;PA;15.264.744-9;(0091) 3110-5911;(0091) 3110-5913;;PATRICIA.CORREA@SEPAQ.PA.GOV.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=08.978.238/0001-06">gts</a><br>; 
TSB 1906 CASAS VELOSO MATERIAL ELETRICO, INFORMATICA TELECOMUNICACOES LTDA;CENTRAL DOS CABOS;01107231000161;40411-001;RUA BARAO DE COTEGIPE;CALCADA;85 A;TERREO;SALVADOR;BA;043.801.581;(0071) 3312-6500;;JOSE VELOSO;CASASVELOSO@CASASVELOSO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=01.107.231/0001-61">gts</a><br>; 
TSB 1908 AMAZON PALACE LTDA - ME;AMAZON PLAZA;07251211000146;68901-470;RUA BEIRA RIO;SANTA INES;208;;MACAPÁ;AP;03.028604-2;;;REGINA;REGINA@AMAZONPLAZAHOTEL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.251.211/0001-46">gts</a><br>; 
TSB 1910 F DE OLIVEIRA  MODESTO - EPP;AUTO ESCOLA FOCA;14337831000249;66050-000;AV SENADOR LEMOS;UMARIZAL;74;TERREO;BELÉM;PA;15.393.326-7;(0091) 3249-8064;(0091) 3259-4872;GILMARA;PATRICIA-AGUILAL@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=14.337.831/0002-49">gts</a><br>; 
TSB 1912 F DE OLIVEIRA MODESTO - EPP;AUTO ESCOLA FOCA;14337831000320;66035-190;TV QUINTINO BOCAIUVA;NAZARE;1983;TERREO;BELÉM;PA;15.393.325-9;(0091) 3259-8064;;GILMARA;PATRICIA-AGUILAL@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=14.337.831/0003-20">gts</a><br>; 
TSB 1914 FPN CORPORATION SERVICOS LTDA - ME;CPOS;15152940000173;66040-100;AV CONSELHEIRO FURTADO;CREMACAO;2499;1 ANDAR - A;BELÉM;PA;15.364.361-7;(0091) 3242-5070;;MADIEL;FINANCEIRO@PORTALCPOS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=15.152.940/0001-73">gts</a><br>; 
TSB 1916 PROMAC PROJETOS E CONSTRUCOES LTDA;PROMAC (REPLACOM);13418982000188;66093-974;AV ALMIRANTE BARROSO;MARCO;2010;BLOCO A SALA 12;BELÉM;PA;ISENTO;(0091)4009-0360;(0091)3249-2497;LUIS ALBERTO;REPLACON.ENGENHARIA@YAHOO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=13.418.982/0001-88">gts</a><br>; 
TSB 1918 SNC SISTEMA NORTE DE COMUNICACAO LTDA - ME;SNC SISTEMA NORTE DE COMINICACAO;14069710000182;68500-170;ROD TRANSAMAZONICA;NOVA MARABA;S/N;KM 4;MARABÁ;PA;15.270.457-4;(0094) 3322-4835;(0091) 8367-2500;DIEGO DIAS;DIEGO@RBADECOMUNICACAO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=14.069.710/0001-82">gts</a><br>; 
TSB 1920 F F PEREIRA PRODUTOS INDUSTRIAIS LTDA - ME;F F PEREIRA PRODUTOS INDUSTRIAIS;07966521000147;24800-000;AV 22 DE MAIO;OUTEIRO DAS PEDRAS;3934;LOJA 6;ITABORAÍ;RJ;78.098.074;(0021) 2613-6020;;FERNANDO FREITAS;VENDASFF@BOL.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.966.521/0001-47">gts</a><br>; 
TSB 1922 AGAPE ALIMENTACAO E PRODUTOS NATURAIS LTDA - ME;AGAPE ALIMENTACAO E PRODUTOS NATURAIS;04239150000103;49020-090;RUA CELSO OLIVA;TREZE DE JULHO;518;;ARACAJU;SE;27.102.497-6;(0079) 3214-6260;;FELIPE AZEVEDO;GAIACOMPRAS@YAHOO.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.239.150/0001-03">gts</a><br>; 
TSB 1924 TRIBUNAL DE CONTAS DO ESTADO PARA;TRIBUNAL DE CONTAS DO PARA;04976700000177;66035-190;TV QUINTINO BOCAIUVA;NAZARE;1585;;BELÉM;PA;15.190.490-1;(0091) 3210-0650;(0091) 3210-0651;OSMAR MARQUES;OABMARQUES@TCE.PA.GOV.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.976.700/0001-77">gts</a><br>; 
TSB 1926 BEM ME QUER EVENTOS E FLORICULTURA LTDA - ME;BEM ME QUER EVENTOS E FLORICULTURA;08542858000190;66055-090;RUA BOAVENTURA DA SILVA;UMARIZAL;937;A;BELÉM;PA;15.257.842-0;(0091) 3212-5213;(0091) 3230-2201;EMERSON WELBY;BEMMEQUER.ADM@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=08.542.858/0001-90">gts</a><br>; 
TSB 1928 EMERSON WELBY C TORRES - ME;BEM ME QUER ARMARINHO PRESENTES FLORES E DECORACOES;01391855000153;66055-090;RUA BOA VENTURA DA SILVA;UMARIZAL;937;;BELÉM;PA;15.189.425-6;(0091) 3212-5213;(0091) 3230-2201;EMERSON WELBY;BEMMEQUER.ADM@GMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=01.391.855/0001-53">gts</a><br>; 
TSB 1930 CONSORCIO AMAZONIA;CONSORCIO BELEM;18200194000134;66035-405;AV BRAS DE AGUIAR;NAZARE;487;;BELÉM;PA;15.413.798-7;(0091) 3184-1100;;ERALDO CALADO;ECALADO@CONSORCIOAMAZONIA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=18.200.194/0001-34">gts</a><br>; 
TSB 1932 CONDOMINIO DO EDIFICIO PRAIA DO NORTE;CONDOMINIO DO EDIFICIO PRAIA DO NORTE;11028597000107;22790-430;RUA ALMIRANTE ARY RANGEL;RECREIO DOS BANDEIRANTES;922;;RIO DE JANEIRO;RJ;ISENTO;(0021) 3734-0151;;EMERSON;EMERSONHI@IG.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=11.028.597/0001-07">gts</a><br>; 
TSB 1934 PETROLINA COMERCIO E REPRESENTACOES LTDA;AUTO POSTO PETROLINA;06242495000141;29390-000;AV PRESIDENTE TANCREDO NEVES;NITEROI;882;;IÚNA;ES;082.281.55-6;(0028) 3545-3616;;GABRIELA CARLA;GABRIELACARLA@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=06.242.495/0001-41">gts</a><br>; 
TSB 1936 SDI SERVICOS LTDA;SDI SERVICOS LTDA;04816751000131;57800-000;DT INDUSTRIAL FLORIANO ROSA;ROBERTO C. DE ARAUJO;S/N;QUADRA A;UNIÃO DOS PALMARES;AL;ISENTO;(0082) 3281-5013;;JUNIOR;JR@SDIS.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=04.816.751/0001-31">gts</a><br>; 
TSB 1938 S. PONTES CONSTRUTORA LTDA;S. PONTES CONSTRUTORA;07481649000110;06473-000;AV ANDROMEDA;ALPHAVILLE;885;SALA 2116 2117;BARUERI;SP;206.308.737.118;(0011) 3662-4199;(0011) 96492-1059;MARCELA MENNA;MARCELA@SPONTESCONSTRUTORA.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=07.481.649/0001-10">gts</a><br>; 
TSB 1940 SUPERMERCADOS DB LTDA;SUPERMERCADOS DB (DB PARAIBA MATRIZ);22991939000106;69057-021;AV JORNALISTA HUMBERTO CALDERARO FILHO;ADRIANOPOLIS;1128;;MANAUS;AM;04.189.200-3;(0092) 2127-5050;;LARICO SAMPAIO;LARICO@HIPERDB.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=22.991.939/0001-06">gts</a><br>; 
TSB 1944 MONTENORTE - MANUTENCOES INDUSTRIAIS LTDA - EPP;MONTENORTE;10921677000116;68447-000;ROD PA QUATROCENTOS E OITENTA E TRES;VILA DOS CABANOS;S/N;KM 19 CX 99;BARCARENA;PA;15.287.642-1;(0091) 3754-0521;;FELIPE;FELIPE@MONTENORTE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=10.921.677/0001-16">gts</a><br>; 
TSB 1946 SUPERMERCADOS DB LTDA;DISTRIBUIDORA BANDEIRANTE (DB SHOPPING SAO JOSE);22991939000289;69083-000;AV COSME FERREIRA SHOPPING SAO JOSE;SAO JOSE OPERARIO;4605;LOJA 70;MANAUS;AM;04.193.821-6;(0092) 2127-5050;;LARICO SAMPAIO;LARICO@HIPERDB.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=22.991.939/0002-89">gts</a><br>; 
TSB 1948 SUPERMERCADOS DB LTDA;DISTRIBUIDORA BANDEIRANTE (DB PONTA NEGRA);22991939000360;69037-000;AV CORONEL TEIXEIRA;NOVA ESPERANCA;7687;;MANAUS;AM;04.197.637-1;(0092) 2127-5050;;LARICO SAMPAIO;LARICO@HIPERDB.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=22.991.939/0003-60">gts</a><br>; 
TSB 1950 SUPERMERCADOS DB LTDA;DISTRIBUIDORA BANDEIRANTE (DB VISCONDE);22991939000440;69020-130;RUA VISCONDE DE PORTO ALEGRE;CENTRO;644;;MANAUS;AM;04.198.663-6;(0092) 2127-5050;;LARICO SAMPAIO;LARICO@HIPERDB.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=22.991.939/0004-40">gts</a><br>; 
TSB 1952 CORNHOUSE COMERCIO E PARTICIPACOES LTDA;CORNHOUSE COMERCIO E PARTICIPACOES;11311244000292;68743-000;AV MAXIMINO PORPINO DA SILVA;ESTRELA;3504;;CASTANHAL;PA;15.310.404-0;(0085) 9645-3355;(0085) 3099-4900;;BHOLT@AMBERWOODTRADING.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=11.311.244/0002-92">gts</a><br>; 
TSB 1954 SOIN SOCIEDADE INDUSTRIAL IMPORTACAO E EXPORTACAO LTDA;SOIN SOCIEDADE INDUSTRIAL;50590553000110;06780-900;AV ALBERT EINSTEIN;NUCLEO RESIDENCIAL ISABELA;80;GALPAO 3 1 2;TABOÃO DA SERRA;SP;675.157.997.114;(0011) 4138-8600;;SERGIO LIMA;FERNANDO.CAETANO@SOINSOCIEDADE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=50.590.553/0001-10">gts</a><br>; 
TSB 1956 CONSORCIO NOVA SAUDE;CONSORCIO NOVA SAUDE;18328941000114;66811-000;ROD AUGUSTO MONTENEGRO;AGULHA (ICOARACI);S/N;KM 13;BELÉM;PA;15.413.841-0;(0091) 3227-6065;(0091) 3247-1286;DANIEL GUSTAVO CUNHA;ALMOXARIFADO492@CONSORCIONOVASAUDE.COM.BR;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=18.328.941/0001-14">gts</a><br>; 
TSB 1958 MPJ COMERCIO DE ALIMENTOS LTDA;RIBEIRINHO (TERRA FIRME);13846532000196;66077-000;AV CELSO MALCHER;TERRA FIRME;734;;BELÉM;PA;15.339.713-6;;;;FINANCEIRORIBEIRINHOLIDIAN@HOTMAIL.COM;<a target="_blank" href="http://gts.totalseg//admin/pages/cliente/insere_altera.php?cpf_cnpj=13.846.532/0001-96">gts</a><br>; 
